BusinessID,Cuisine,Rating,NumberOfReviews
_5BoZ_C5zEl5M_MxT1W39w,"['Mexican', 'Bars']",3.5,381
-zZXaitTEIWFgGa21y0nbQ,"['Mexican', 'Bars']",4.0,38
YKAwpTnKO-n5vB9-pqaCLQ,['Mexican'],3.5,480
SCQvI5pAJmD-OMm37kkS6Q,"['Mexican', 'Gluten-Free']",4.0,587
iXtZQ7twXQiv7j2ZdxZqUg,"['Tex-Mex', 'Mexican']",4.0,136
v8tuFxvNkKdZytWTn9BhMA,['Mexican'],3.5,305
B6bEkY9sJ_GU2pD2Rwb4gg,"['Mexican', 'Salad']",3.5,425
MfHEjRvZVplBVQyLC4wQOg,"['Mexican', 'Coffee & Tea', 'Indian']",4.5,25
dgaNriM1VdI2nGochhHE_g,['Mexican'],4.0,1036
1nR3kKOs938gcgnw6p5wjg,"['Mexican', 'Bars']",3.5,771
g2uaHoIX1e1Y2E63t6DLrg,['Mexican'],3.5,276
0W0m68TNPbodGCA3PhIB4w,"['Mexican', 'Bars', 'Venues & Event Spaces']",4.0,486
IfIyjm4SfORGYPbaAWST3g,"['Mexican', 'Barbeque', 'Bars']",4.0,357
MxrjY6myVl8vK0YvCT4r4g,['Mexican'],4.0,56
r5NT8-nV4py2c-mppTKucQ,['Mexican'],4.0,241
hcI6TVxFyVNEPXg3rF1bQw,['Mexican'],4.0,98
OsnvNfvVnpjnFklon1s-vg,['Mexican'],4.0,124
hR1bG0jgd2_Z9Q5L6siTEw,"['Mexican', 'Food Stands']",4.5,36
jYAqup9AF9N9wYAWYanZ-A,"['Tacos', 'Tex-Mex', 'New Mexican Cuisine']",3.5,832
GdZNFFSSnpmOn12Bd6XoEA,"['Bars', 'Mexican', 'New Mexican Cuisine']",4.0,20
rbAxZRKdMoMxeonDTmooFg,"['Mexican', 'Breakfast & Brunch']",3.5,580
DTKKEogIt2wQm4UULYVGug,"['Mexican', 'Bars']",3.5,812
phfxciZ6-Hch_HbW_tvm_A,"['Mexican', 'Bars', 'Breakfast & Brunch']",4.0,287
v4_89HfTm05NFTuukjsl_g,['Mexican'],4.0,826
Ahx8GsuAGUl8TgqCWP7uXw,"['Mexican', 'Cocktail Bars']",3.5,210
u1KX3yw6L7pg1rbFl_Sx3Q,"['Mexican', 'Cocktail Bars']",3.5,128
xGoSAOhQBNdJMJmPn7CMDQ,"['Mexican', 'Barbeque']",3.5,412
hSkeb_lmfxnoqg7EVo19Vw,['Mexican'],4.0,343
TgoYhgbPCYhLBNtpue3QHg,['Mexican'],3.5,849
ub2VfE7SRLJABAClzGZp3A,['Mexican'],3.5,584
AnAZaBsEuBjYvzaPMTN0oQ,"['Tex-Mex', 'Mexican']",4.0,159
xN4yKQMzo3PIoQlFamUOLQ,"['Tacos', 'Cocktail Bars']",3.5,161
0oRYwB_SLqjHptvUQwwe2w,"['Mexican', 'Breakfast & Brunch', 'Tex-Mex']",3.5,211
lL5DgsvOuiI8nMQcjK1bMA,"['Tacos', 'Cocktail Bars']",4.0,21
qr24KgWcZGUhKZIPyVMsNw,['Mexican'],3.5,327
SXWnyFNLCehVlJPRxk7gAg,"['Mexican', 'Tapas/Small Plates', 'Tapas Bars']",4.0,298
d7YbQzGlmawMGAzUHzZvuw,"['Mexican', 'Venues & Event Spaces']",3.5,1040
V7_IQ1ab69JilAlgrSnMXg,"['Mexican', 'Bars']",3.5,249
dYWjNK07igws9jFNgQmhng,['Mexican'],3.5,1400
L1-qxIGlGqad0mLWhW1PUg,['Mexican'],4.5,33
6ptX8V8WW_IzhHXLJ4SRAA,['Mexican'],3.5,162
WgAJUrVaMcMtQxsiIc02sQ,['Mexican'],4.5,41
98Bm2w9RzNJQZo4U3jSgQQ,['Mexican'],4.0,82
i0CffTc5rmXjQOqq7g3I6Q,['Mexican'],3.0,497
lC3C3OSklhJQhHVOqRkoMQ,"['Mexican', 'Cocktail Bars', 'American (New)']",4.5,61
AUm7If5Cbvy20AnmyxE-xA,['Mexican'],4.0,64
Jb6g3-HKC__8X1i-PcekJw,['Mexican'],3.5,502
ueL0t_7Yu_ev2RrWK9dgDA,"['Mexican', 'Cocktail Bars']",4.0,98
E_oFzRY-7j9T04qHkORCsw,"['Mexican', 'Latin American']",3.5,155
jB5fXguSmlX65asSB3KIfQ,['Mexican'],3.0,548
7l0uy47dEHXg2S1lA1s-EQ,"['Mexican', 'Sports Bars', 'Cocktail Bars']",4.0,62
FavssEgZjXFi2unEXePkVQ,"['Mexican', 'Juice Bars & Smoothies', 'Sandwiches']",3.5,312
M1YYZ9cTVuMXLji_XF6rzg,"['Mexican', 'Bars']",3.5,1103
J_9-q-WFMWg5swNVzzZ_XA,['Mexican'],3.5,359
aQZxNF1j3T_pKCOpGD79cg,['Tacos'],5.0,70
ojeMH0rbOOMx9ajChbVkJQ,"['Mexican', 'Bars']",3.5,392
sLWWrz0iteDNQQJJ21FBUw,['Mexican'],4.0,384
4sHkiQ0qURBjL_gVLQbGPw,['Mexican'],3.5,169
YsDmYRzJo3kiwZvIe1r0Fg,"['Mexican', 'American (Traditional)', 'Bars']",3.5,622
HKBJGt04_ZSdiIWA_6J8kQ,['Mexican'],3.5,635
Jh6bSOaw0ftGh9ONiwr7nA,['Mexican'],4.0,182
U9BX6bMvXHk8umBYnS3Dog,['Mexican'],4.0,1301
NcIUA8l_kmbPEwqI9lzELg,"['Mexican', 'Tapas/Small Plates']",3.5,608
2hmhZim4bX2lbjPSNc7LaA,"['Tex-Mex', 'Southern', 'Mexican']",3.5,420
4bSYj9nl_mAXIqpA2loIag,['Mexican'],3.5,75
QdIeRttev3jQ0fOZBgiuzQ,"['Vegan', 'Desserts', 'Tacos']",5.0,11
bbb6QZReetkrrubqGWJokQ,['Mexican'],3.5,463
yKPRuBvD3ScCc18QrZ4Y6w,"['Mexican', 'Bars']",3.5,159
jQjQHNAM8xXB73kFkfg9kA,"['Mexican', 'Street Vendors']",4.0,147
hKkPlYmHoS9Nb_UbGGqx8A,"['Cocktail Bars', 'Tacos', 'Beer Bar']",4.0,261
xIi-TO8iDQCy1ZSHe11_Zw,['Mexican'],3.0,211
8_NilECM6qg_L7WYb25uNw,['Mexican'],4.0,30
8DvAPUI0qP43rY_CD8YYZQ,['Mexican'],3.5,64
JzUg9hbxpAbyvs0JzbFruA,['Mexican'],3.0,245
AUyKmFjpaVLwc3awfUnqgQ,"['Mexican', 'Wine Bars', 'Breakfast & Brunch']",4.5,335
TJCyocLYrUBfbf8r0DaBXw,['Mexican'],4.0,190
Wm6vj0ekRAzZnaeaBEkOag,"['Mexican', 'Bars']",4.0,1615
tKpTRuNe7JJD6IYFPVCXNg,"['Mexican', 'Latin American', 'Cocktail Bars']",3.5,206
4ttqjZMCsfz6X0kQ_KR0xQ,"['Mexican', 'Cocktail Bars']",4.0,967
hlc6c-3N_rOvO_XwOGEYRw,['Mexican'],3.0,156
HwDu45zV90Wmprn6sPttCQ,"['Mexican', 'Cocktail Bars']",3.0,236
AABqAsYdRI9gSyU1gStdxg,"['Cocktail Bars', 'Mexican', 'Beer Bar']",3.0,131
mVaslo987DCd3YC_0FtWxA,"['Mexican', 'Bars']",3.5,422
qQIF8nQE1eliKObIlFvBaQ,"['Salad', 'Tacos']",4.0,318
7xY3vxBy7yFF5dVAi-6hPQ,['Mexican'],3.5,48
VIIfYEzIppjps0K_J_8zLg,"['Mexican', 'Bars', 'Tex-Mex']",3.5,585
1m6viubAWUgsTgguIrJT6A,"['Mexican', 'Desserts', 'Cocktail Bars']",3.5,864
bwvd5ZwBTXdpCwJktU-P8g,"['Mexican', 'Italian', 'Breakfast & Brunch']",4.5,134
0X0cXXEyFa50ptzNpAZNyA,"['Tacos', 'Salad']",4.0,120
_8Oq6MmhqLgzQDVYXWLxuA,"['Cocktail Bars', 'Mexican', 'Tiki Bars']",4.0,660
VOAryQk18GIxwErygoranA,['Mexican'],3.5,435
4QVG74AmkmhjE63-gwyWow,"['Mexican', 'Delis']",4.5,23
1UqrqRx_35w87pQeg17Gqg,"['Mexican', 'Cocktail Bars', 'Venues & Event Spaces']",3.5,375
UmY9dyGOclJ0tGbn1IozlA,"['Mexican', 'Grocery']",4.0,294
1Ylu26XW3F6gSJWdFw6-8g,"['Pizza', 'Mexican']",4.0,229
vEMveTHn23hdT2_FhV7ctQ,"['Mexican', 'Breakfast & Brunch']",4.5,28
QwL5LS436Xjo9MHFi2rc-g,"['Mexican', 'Cocktail Bars']",3.5,1202
uipFunIVqRWwopfEvrscyQ,['Mexican'],3.5,382
NMvGg6AwvEMUEjIF1z9Ghw,['Mexican'],4.0,18
o-KRgyTJoM4EM-K-rwe86w,['Mexican'],3.5,589
ECj6_ovNLQ3wbTxIDOmfwQ,"['Mexican', 'Bars', 'Venues & Event Spaces']",4.0,21
zxdsVR_hHUzhBFfus4yd7A,"['Mexican', 'Bars']",3.0,950
-Qn5nXGhxWHNePA0dYmPSg,['Mexican'],4.0,86
vN1CYP0WNSPfdmZAstfdOg,"['Mexican', 'Salad', 'Soup']",3.5,163
bly3jHNlMEiNCDTYB-qbrQ,"['Tacos', 'Bars']",4.0,76
ZIfh0Vv86ktGZDdM3YME-w,"['Mexican', 'Comfort Food', 'Cocktail Bars']",3.5,238
PbLGoaIkihF2JPnVRFtxxw,['Mexican'],3.5,68
FeSZi6LBCcAIipoSua6dXg,"['Mexican', 'Cocktail Bars']",3.5,112
PWFK0nvJ23Xkk_B4C5Q4Aw,['Mexican'],4.5,71
Guy0Mow5rqt4a3RDMRTY5g,['Mexican'],4.0,179
R5jpETY0OshPn-AeJjs0fA,"['Mexican', 'Bars']",3.5,998
5LO5C4doYF_UP2OB29zYMg,"['Mexican', 'Venues & Event Spaces', 'Bars']",3.5,658
foAYWheDCF9wUyKPuOGYow,['Mexican'],3.0,341
p7MviobRqz5rvdzmsjBdEw,"['Mexican', 'Salad']",4.0,176
B-bx4pZXrat0D25vde2bJQ,"['Cocktail Bars', 'Mexican', 'Latin American']",3.5,184
H08vCdbcP3oy0cBEKqM5KQ,"['Food Stands', 'Mexican']",4.0,70
iUsk8CPoDyoBmwVdU1_9QQ,"['Street Vendors', 'Mexican']",4.0,28
LyCE268_fz_MAZieFZY1lA,"['Mexican', 'Tex-Mex']",3.0,523
ISxL2HWJNCazHAdy5oblJA,"['Food Trucks', 'Mexican']",4.5,267
-u5usGYF-cLqf9FMmApinw,"['Mexican', 'Coffee & Tea', 'Breakfast & Brunch']",5.0,2
Ko95LRE9AAvb2Lk9Iwh2-Q,"['Tacos', 'Salad']",4.0,716
frWu5KfSULdCHd0GmA-ytw,"['Breakfast & Brunch', 'Mexican', 'Desserts']",3.5,661
xmbBNjDuGEyeQFTkQPHMLQ,['Mexican'],3.5,90
WV4wYPAGb3W69MfBqIZDHg,['Mexican'],4.0,54
GeL6wGdzhdEhuIFQau3ocQ,"['Cocktail Bars', 'Mexican', 'Breakfast & Brunch']",3.5,223
RLjlJPtciMdE2nEurLmmNQ,['Tacos'],4.0,152
7xW-mmylJCNQgYw88Ur89Q,['Mexican'],3.5,210
qZfJbJPxZUkC66lRldcbGA,['Mexican'],3.5,245
xWLSJOiN1mMRHmBmHyjAfw,['Mexican'],3.5,298
XGdUYzkPkX94RoLlPDymeQ,"['Street Vendors', 'Mexican']",4.0,31
sshS0FJ6tKkmLCcEKXyVkA,"['International Grocery', 'Mexican']",4.5,21
mmAlHhnTDXIohPC3wfl0hQ,"['Mexican', 'Bars']",4.0,725
14gt2epj7Tbbcu1HRwjwBw,"['Food Trucks', 'Mexican']",4.5,6
SP4bvMvxel_UPdof_er3HA,"['Indian', 'Tacos']",4.5,449
uLWp1QR_W2WJImMnB706hg,"['Bars', 'Mexican']",4.0,244
q1ha1qnViHKmh3-tEGw8DA,['Mexican'],4.0,35
0o0s6bUIuy0LTGNR3xYzzw,['Mexican'],3.5,348
A0md41L-3S4CuHPqDWJWUw,['Tacos'],4.5,29
8p1HTzXEcC3TCbLz59xMng,"['Bars', 'New Mexican Cuisine', 'Tapas Bars']",4.0,154
vsQjfOXS10MQ8_CZ3amhVQ,"['Mexican', 'Breakfast & Brunch', 'Salad']",4.0,242
m8z1eTTetr-JbSM1HU2t6Q,"['Food Trucks', 'Mexican']",4.0,45
WE064Ln20S4MQVT1hETCCw,['Mexican'],3.5,223
6Pa3-9piblDJu0l8u84Jhg,['Mexican'],4.5,250
zNcDCPiUsE5aT6jyaCVtmA,"['Mexican', 'Latin American', 'New Mexican Cuisine']",4.5,163
QIsFsiOP3H_NkgeWST7GPA,"['Mexican', 'Cocktail Bars']",4.0,280
A8qXfx_LBI6fnOhxDmvIOA,['Mexican'],3.5,133
4IE9hPuy5QIWVdaETUEG_Q,"['Mexican', 'Latin American', 'Breakfast & Brunch']",3.5,321
6mdT2r5kIOrx-DUlR5bmOg,"['Gastropubs', 'Tacos']",5.0,17
yvva7IYpD6J7OfKlCdQrkw,['Mexican'],4.5,107
Q10FeFs1mtNchv1NbNcsLg,['Mexican'],3.5,105
8WnHtvMdPWE66eSkUdbLhQ,"['Filipino', 'Tacos', 'Burgers']",4.0,612
t86q8MbsrW8pB8bmfwPWTw,"['Mexican', 'Vegan', 'Vegetarian']",3.5,429
tbyq3mdNFQrZPIuRmO0bQw,"['New Mexican Cuisine', 'Tacos']",4.0,1
jf95dOTlZB7oPWz9JLgaQA,['Tacos'],4.5,16
1m6pfntylp2UL67hRPCbiw,"['Tiki Bars', 'Tacos', 'Cocktail Bars']",4.5,58
17F3KNRiGTPdDonxCEL5-Q,['Tacos'],3.5,191
_PWUuHHqyfJBrTROPR72Fw,['Mexican'],4.0,324
jzVv_21473lAMYXIhVbuTA,['Mexican'],4.0,341
ykTNq1F-Vpfw4i4xGhPS0Q,['Mexican'],4.5,28
bVi0Rk_GfkrJJELLXaqEeA,['Mexican'],3.5,81
vC5XPdWzKa-c8iUQlUwEUQ,"['Mexican', 'Cocktail Bars']",4.0,66
uvcEo61aL2F8e4PCzwZsYg,['Mexican'],4.5,126
EHUNrnIgnhwTnpOm3gEESg,"['Mexican', 'Tapas Bars', 'Latin American']",3.5,605
H-EZ1g_3M8oNHctGjnddwQ,['Mexican'],4.0,301
9laSSXnr4F16gURfUBbZTA,['Mexican'],3.5,73
JnOYZqzRBHkEB_mvMXph_g,"['New Mexican Cuisine', 'Tacos', 'Cocktail Bars']",4.0,73
KzJYO3-2k9XJhOHVpXayZQ,"['Mexican', 'Venues & Event Spaces', 'Cocktail Bars']",3.5,234
mdNall-R8nQb6gYLxWlJMg,"['Mexican', 'Bars']",3.5,147
5Ota_iMwlPLPrap-KfQrgw,"['Mexican', 'Vegan', 'Vegetarian']",3.5,723
JywbRdA7yskb-06WbjUjKw,"['Mexican', 'Tex-Mex']",3.5,244
GXK3j99VZK-7JJ0YrtIR0w,['Mexican'],4.0,40
N90gLDq4XgqYanlRqaeNKg,"['Mexican', 'Sandwiches', 'American (New)']",4.0,258
oNYP0AFOSw_oZEHkF_f0kQ,['Mexican'],4.0,133
QJ1o9d1PVEE676rbzRUNjA,"['Tacos', 'Sandwiches', 'Desserts']",4.5,180
6AJwsgXr7YwsqneGVAdgzw,"['Mexican', 'Cocktail Bars']",4.0,239
4c4Uwb5yUqXJ-inkcDinIg,"['Mexican', 'Bars']",4.0,259
6rM-N1SBbKPC7DWZNg5awQ,['Mexican'],4.0,231
H9GD7km7riFooM0FkdwOPg,"['Cuban', 'Latin American']",4.0,2456
anBWvFPOce4nl3qLX-H6Rg,['Mexican'],4.5,56
DHFEpeJXemrdxIuGGcyurg,['Mexican'],4.0,590
Zk8UgB9MDoIHWFYgAxNlIQ,['Mexican'],4.5,62
CBbKuUbhW662l2w1IwT_Tw,"['Mexican', 'Cocktail Bars']",5.0,1
Pda9zJfg0pRABp9krlJh3Q,"['Mexican', 'Food Trucks']",4.0,29
x9wa2M7gvf32swUSBP3uXA,"['Mexican', 'Vegan', 'Vegetarian']",3.5,742
vyKBwzRdNX4yiJDIFv37iw,['Mexican'],4.0,153
e9nKK7tldpI2o_9eHZ2y6g,"['Mexican', 'Bars']",3.5,6
VsqHs36uLxhqmjo60r1aJA,"['Mexican', 'Cuban']",4.0,262
ZVtui4cnUs7iXRJMDD1GwA,['Mexican'],4.0,31
0XuJtcq9nMdAWyhJ_fZC-w,"['Mexican', 'Food Stands']",5.0,4
rPTtQ-FO_F9tMJDl3m50Bg,"['Mexican', 'Bars']",3.0,288
q__dTB3y_aMwoqhDsg8ImQ,['Mexican'],4.0,196
WJIU2Cu6i6-9n-ZUE5rEQA,['Mexican'],3.5,89
FkA9aoMhWO4XKFMTuTnl4Q,"['Mexican', 'Breakfast & Brunch', 'Cocktail Bars']",3.5,218
ir1jLDagZiMaHo7My4oUDg,['Mexican'],3.5,328
NvyOagUcodDPHSDF5Vhbmg,"['Bars', 'Mexican', 'Venues & Event Spaces']",3.0,427
jHd7KHMvpI53bZyL9UGTug,['Mexican'],2.5,9
95a04LtXLX6gePhPEwff9A,['Mexican'],4.5,302
l0ZOGV9tohkpfHiZ-3XSRg,"['Mexican', 'Bars']",4.0,56
MRF4bNFPAyHe2rMS1yZobg,['Mexican'],3.0,103
1L4CLbwsKP3wGX4yOpgueQ,"['Tacos', 'Bars', 'Halal']",4.0,20
vpWPgusmUD0cYNKf0uEQIw,['Mexican'],4.5,194
UBqLK5kg0kT72CIaBYa5Zg,['Mexican'],3.0,397
EhJO7B2hzHq8NT8iFKoCwg,['Mexican'],3.5,69
wOvCuvf0ftfTxQ-8NJ6V4A,"['Mexican', 'Bakeries', 'Breakfast & Brunch']",4.5,15
mykhv_-D5kREsbwCjeB1AA,['Mexican'],4.5,65
8Gg_SoA5TA7pLNB-xuPhPw,"['Mexican', 'Kosher']",3.5,71
q2D80--iDkSwf_OKsS-jdA,"['Latin American', 'Seafood', 'Cocktail Bars']",4.0,660
-kVueEw_fyO1Q2Gkmj6Few,['Mexican'],4.5,300
RjblkxUBTtzG-tcgFyCofA,"['Mexican', 'Seafood', 'Asian Fusion']",4.0,36
fjE_lpKblhrN_48X2ca-7w,"['Mexican', 'Peruvian', 'Seafood']",4.0,248
AgAkUVLN_axMY-bzbNCfCw,"['Latin American', 'Tapas Bars', 'Cocktail Bars']",4.0,1685
9OUXhF3r1CVF8jahUanMbg,['Mexican'],3.0,349
USbP_ZBNSP0h_gja_xob5w,"['Food Stands', 'Mexican']",4.5,7
Yilk_Ucz4L6w9EmvAS2gHg,['Mexican'],4.0,400
7RgdHGMY9Xa2Ur5y7vSBZQ,['Tacos'],4.0,305
4rAXH_bl_iJ1BwHp7I3rYg,['Mexican'],3.5,229
wAmWk6hQaHjREDVe8z2otA,['Mexican'],3.5,165
Ck09FempamAKGSPsV_bX-A,"['Mexican', 'Tapas/Small Plates']",4.5,534
XYyIWs-3J4bZRZDfcsMquQ,"['Mexican', 'Bars']",3.5,248
r23ZiJmpBWBIvQlT069atw,['Mexican'],4.5,9
hhXM-_vvNm7EPiegxiQeCQ,['Mexican'],5.0,10
WyeBhonhjnjzzpuPJ1euvw,['Tacos'],3.5,68
RyEd54MOTc5OcYtOiDt11g,"['Dance Clubs', 'Mexican', 'Tex-Mex']",3.0,785
9a6I0FhQ-S7wZo4OaLThzw,['Mexican'],2.5,53
juULANORQ2onWkEvSMjlaw,['Mexican'],3.5,112
X6A6a8hTPd1pZFNZE80TfA,['Mexican'],3.5,111
TPN2at7fMDHxeGYuQdQZVA,"['New Mexican Cuisine', 'Tacos']",4.0,259
VoEB81AQajTsatt56aiTLA,['Mexican'],3.5,72
R6cdgEFQwu0vDllP5tEWUQ,"['Mexican', 'Vegan', 'Vegetarian']",3.5,214
Z3wa8EmAr0yfihPZZMLE_A,['Tacos'],4.0,74
KX7-L2PTl_ZM1ufx2tVVVA,['Mexican'],3.5,60
fc61TdsmBK_iX67P_gI-YA,"['Food Stands', 'Mexican']",3.5,19
mJVO64T1WWzJYvNlbLSQNA,"['Food Trucks', 'Tacos']",4.0,22
f7-4kTNeYOhZdtJgXlbqBQ,"['Mexican', 'Tex-Mex', 'Vegetarian']",3.5,114
kawmpvfSzhDAy9pk8n3MxQ,"['Mexican', 'Breakfast & Brunch']",4.0,168
PZM0lwv0i0ZRpyzioRU8SA,"['Empanadas', 'Breakfast & Brunch', 'Mexican']",3.5,89
60sLpAHHl-IvANGTRzfCow,['Mexican'],4.0,17
ddFY9PpygYagv7-jVduB2Q,"['Tapas Bars', 'Latin American', 'Tapas/Small Plates']",5.0,42
QP77bL34-vftZFZZC2N7sQ,"['Cocktail Bars', 'Mexican']",3.5,108
mNS4lJ66nND2cRoxF9aP3Q,['Mexican'],4.5,253
nY7jGZGMR7XA95t2uey2hA,"['Mexican', 'Cocktail Bars']",3.5,143
F76RYME8VeIIJDkVCOe0rg,['Mexican'],2.5,197
kwknIGiHza2sjdt-bwPGwQ,"['Mexican', 'Vegan', 'Vegetarian']",3.5,190
JPOjbYV-4NG1C221UVUtiQ,['Mexican'],3.5,199
_WhV2UWBj6ULaLlo_I9FMg,"['Mexican', 'Bars']",3.0,10
hrswGldQVdR9OJRtqp0TxA,"['Mexican', 'Dance Clubs']",3.5,429
3vBVnzsJLRh8WtW3awKxeQ,"['Sports Bars', 'Cocktail Bars']",4.5,121
_URXTaYBbd2XX5qJbDkKAg,['Mexican'],4.0,84
AgHjo6NP9VTuAU8jCKFHjw,['Mexican'],4.0,104
4zBGXDXg9DzK0IROwCUeFg,"['Tex-Mex', 'Seafood', 'Southern']",4.0,545
4YeKYQoZHCx2xkbjmNhMbA,"['Burgers', 'Mexican']",4.0,184
4jucppz-BA0MiY06DjuBYQ,['Mexican'],4.5,112
XJ8EaZig8kn5z984eeoCRQ,['Mexican'],3.5,273
-yR4PHWqpkrPopwv4wrC5g,"['Food Stands', 'Mexican']",4.5,29
WZLhPYaYSFy7M_-Jh1VuNw,['Mexican'],3.5,97
xlv_CcDXH1hkG4Wq5mECkQ,['Mexican'],3.5,265
KNo4WyHcQ8Kwd4zXy_mhfA,['Mexican'],4.0,1
yl214H_cUd1intjVAeE1Mw,"['Mexican', 'Cocktail Bars', 'Breakfast & Brunch']",4.0,87
ePdAQHh3ZlktMZ4YTLWpwg,"['Street Vendors', 'Mexican']",4.5,5
16bXxf22x14xrzvVWbFeHQ,"['Bakeries', 'Mexican']",3.5,47
tk5cnLJDAlUmX_ZYBGzw1w,"['Food Trucks', 'Tacos']",4.5,11
PsYY7NHs5cFEI5hW5IZUlg,"['Mexican', 'Performing Arts', 'Comedy Clubs']",3.5,354
fTyE8UGWb_4Q05fd_H6YPg,['Mexican'],3.0,259
sul_ihulQ5VUPNbk9liWqA,"['Lounges', 'Mexican', 'Cocktail Bars']",3.0,404
oux6Pz_hRhJIiGs8EuT6pg,"['Cocktail Bars', 'Latin American', 'Gastropubs']",4.5,100
SNNDz7nTCL1lf9yEY5DaBA,['Mexican'],3.5,18
yqU1-chsjix3T4EMY2MyxA,['Mexican'],4.0,183
qGpDDZKwlkuJNL-OurWivw,"['Peruvian', 'Bars', 'Mexican']",4.0,74
POGfmcCkuLpkP_Vz98DuwQ,"['Mexican', 'Bars', 'Tex-Mex']",2.5,726
herb-gOpfjJGeiYWXb2liw,['Mexican'],4.5,4
gKJ-rb2di7fPGIuIjF0ylw,"['Mexican', 'Japanese']",4.0,79
8-boHR8m_gWYHF4XXasYbA,"['Mexican', 'Food Trucks']",5.0,9
NKDLr_aBy5WRX8-JR_SGyQ,['Mexican'],4.0,154
_CAIoE3fcwkuxQjnTi4e1w,"['Tacos', 'Cocktail Bars']",3.0,50
k5BZq7XdRFr4xMbZMMGxxg,['Mexican'],3.0,3
ZZxYVgodx2TxbYwh-0YU1w,['Mexican'],4.5,531
zjnnccSIpMdx5fN-MxAr_w,['Mexican'],3.5,542
jeWIYbgBho9vBDhc5S1xvg,"['Cocktail Bars', 'New Mexican Cuisine', 'Beer Bar']",4.0,140
SUVMcqAwPHhcRMtfv_djRQ,['Mexican'],4.5,334
_XPusO4eMV3L9TiD38I4gw,['Mexican'],3.0,48
a-gG1ZBVBM1VJ-Y9JLUnhA,"['Latin American', 'Empanadas', 'Tacos']",4.0,360
UOYlGfGJgKvzvj16zrVuig,"['Korean', 'Mexican']",4.0,9
X2C0_I0seTtjW9uL8e8FBw,"['Mexican', 'Cocktail Bars', 'Tex-Mex']",4.5,309
EHdC-1lUdVCzUgcQus4wNQ,"['Street Vendors', 'Mexican']",5.0,2
sMck1jbU2fWNUdEx2BQCqQ,"['Bars', 'Tex-Mex']",3.5,227
aIigHZBgXDHXalBZMRHsvg,"['Mexican', 'Breakfast & Brunch', 'Bars']",3.5,360
Sk-mHDPvuvlCjT1BGKoH4w,"['Salad', 'Tacos', 'Fast Food']",4.0,254
3DNtS1_3gobrYQBAwDx4DA,"['Mexican', 'Salad']",3.5,663
36NGJ_vn81vgdSi15WyHKQ,"['Mexican', 'Bars', 'Spanish']",3.5,59
ipmOYDh9snm3ZUv546MACQ,['Mexican'],4.5,165
GVc1Eh-Welogn5qgaK-PFA,"['Mexican', 'Food Stands']",4.5,2
dTyuWrk9KVtnHsWSY-ae-Q,"['Food Court', 'Burgers', 'Mexican']",4.5,16
Lq9HxEUrkceCUDut00qlHQ,['Mexican'],4.0,179
h8J10FpJGaU_4OvP2MgoKQ,"['Mexican', 'Cocktail Bars']",4.0,238
FrYsIO_pXB6csWkvy-nfbQ,"['Cocktail Bars', 'Mexican']",3.5,82
DaZ7-WpvtPkZxViVzt9pnQ,"['Mexican', 'Tex-Mex']",3.5,163
gCwbwgUkihSjK75EpzwWHQ,"['Tex-Mex', 'Mexican']",3.5,246
G8JRGtO-S-zHbDZCmIK0gQ,"['Juice Bars & Smoothies', 'Mexican', 'Coffee & Tea']",3.0,99
EzKvmyYk-7xQZ47Me-NDwg,['Mexican'],3.0,76
iw5iI-jFXnDZaeiGt4Weaw,['Mexican'],4.5,37
wflQFYM4PHZM5sfWXl0aOQ,['Mexican'],3.0,85
hdBhZcdZGHkTESrldAObJg,"['Mexican', 'Vegetarian']",4.5,146
HOEjrJUwKBxSmQRVSILS8Q,['Mexican'],3.5,304
TleAd45T6-9TP7FBO19dww,"['Food Stands', 'Mexican']",4.5,9
sNr7HL0CE9AJu_SJNfRBZA,['Mexican'],4.0,8
AuKtb5a8DEe1qSVe_vwpzQ,"['Mexican', 'Latin American', 'Cafes']",3.5,23
wtQHeGI3L04xCJ5jODsRlg,"['Mexican', 'Lounges', 'Dance Clubs']",3.0,439
oVErTSAtA-DgyKoncr8NkA,"['Mexican', 'Latin American', 'Cuban']",3.0,94
CfOBb6NU2awo8xclJpKU3g,"['Lounges', 'Mexican', 'Breakfast & Brunch']",4.5,251
GauXFEjAMUY1cy-Hr3aWuA,['Mexican'],4.0,30
rKhwtWGawgIXnTVW3Nl3YA,['Mexican'],3.5,67
iaMuLypgQa8yaDWOOmlGVg,['Mexican'],3.5,14
441p9X0RMR4epB_yOHs73A,['Mexican'],2.5,300
EZZh8594pRwAM1e_WVGeFA,"['Food Trucks', 'Street Vendors', 'Mexican']",3.5,4
iK2jJQA72XRjf4nUD3cAnA,['Mexican'],4.0,673
AGwgDMaC6m4CjOohQRIBcQ,"['Food Trucks', 'Mexican']",5.0,3
QH3VbBAf7MlePoaipxT4pA,['Mexican'],4.0,370
xNgaGyePJ7fyZ9D0J74-3A,"['Mexican', 'Bars']",3.0,358
b_3yI7FXcIle71lD9Tulww,['Mexican'],4.5,29
51bIytR3n9QMViYvWpl2MQ,['Mexican'],5.0,2
R4L19kfjFVoJoiRw_nXmqg,"['Mexican', 'Food Stands']",3.5,133
LQHegfNHe7ylY3bocrFlpg,"['Cuban', 'Cocktail Bars', 'Breakfast & Brunch']",4.0,1471
qXdxckyNMQ_jFz7ZFvAWXg,['Mexican'],3.5,129
